AVGDINNERPRICE,AVGLUNCHPRICE,City,City Id (Dim City),CITY_ID,City Name,DINNERRATING,FACT_ID,HAS_ONLINE_DELIVERY,HAS_TABLE_BOOKING,Hotel Id (Dm Hotel Tgt),HOTEL_ID,Hotel Name,LAT,LONG_FLD,LUNCHRATING,Number of Records,Speciality2 Id (Dm Speciality Tgt1),SPECIALITY2_ID,Speciality 1,Speciality 2,Speciality Id (Dm Speciality Tgt),SPECIALITY_ID,TOTALRATING,VOTES
35009,1250,Jingu Marutamachi,CT29,CT29,Jingu Marutamachi,3,148,Yes,No,HT488,HT488,Rakuzenkakinuma  ,35,136,3,1,S65,S65,Kappo Japanese,Kaiseki Japanese,SP262,SP262,3,1298
4500,2500,Jingu Marutamachi,CT29,CT29,Jingu Marutamachi,3,149,Yes,Yes,HT678,HT678,YURURI  ,35,136,3,1,S9,S9,Izakaya,Kamameshi Clay Pot Rice,SP258,SP258,3,755
35009,1500,Jingu Marutamachi,CT29,CT29,Jingu Marutamachi,59,150,Yes,Yes,HT693,HT693,Yakinikuyoshimi  ,35,136,3,1,S42,S42,Yakiniku BBQ Beef,Steak,SP219,SP219,58,208
2500,2500,Uzumasa Tenjingawa,CT3,CT3,Uzumasa Tenjingawa,3,151,Yes,No,HT114,HT114,Garejisankyukafe  ,35,136,2,1,S91,S91,Cafe,Izakaya,SP190,SP190,3,38
3500,3500,Uzumasa Tenjingawa,CT3,CT3,Uzumasa Tenjingawa,3,152,Yes,Yes,HT610,HT610,Taishuusakabatenuzumasatenjingawaten  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,3,353
1500,3500,Emmachi,CT30,CT30,Emmachi,3,153,Yes,No,HT183,HT183,Hisa  ,35,136,3,1,S40,S40,Champon Noodle,Ramen,SP200,SP200,3,12
3500,3700,Emmachi,CT30,CT30,Emmachi,3,154,Yes,No,HT214,HT214,Iorisantouka  ,35,136,3,1,S64,S64,Izakaya,Kyoto Cuisine,SP258,SP258,3,128
2500,3500,Emmachi,CT30,CT30,Emmachi,3,155,Yes,No,HT74,HT74,Chishokufu  ,35,136,3,1,S25,S25,Chinese,Sichuan Cuisine,SP193,SP193,3,392
3500,1250,Uji,CT31,CT31,Uji,3,156,Yes,No,HT226,HT226,Itoukyuuemon  ,35,136,58,1,S52,S52,Sweets,Japanese,SP234,SP234,58,113
3500,1250,Uji,CT31,CT31,Uji,3,157,Yes,No,HT3,HT3,Aburaya  ,35,136,3,1,S34,S34,Izakaya,Kushi-age Fried Skewer,SP258,SP258,3,167
1500,1250,Uji,CT31,CT31,Uji,3,158,Yes,No,HT347,HT347,Kyouryouriujigawaryokan  ,35,136,3,1,S15,S15,Ryokan,Chinese,SP195,SP195,3,68
4500,1500,Uji,CT31,CT31,Uji,3,159,Yes,No,HT544,HT544,Satsumayakinikukurozakurakurozakura  ,35,136,3,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,3,659
1500,3500,Uji,CT31,CT31,Uji,3,160,Yes,Yes,HT606,HT606,THE ROCKIN' HEARTS  ,35,136,3,1,S70,S70,Dining bar,Curry rice,SP191,SP191,3,237
35009,3500,Uji,CT31,CT31,Uji,3,161,Yes,No,HT623,HT623,Tatsumiya  ,35,136,3,1,S6,S6,Kyoto Cuisine,Hot Pot,SP241,SP241,3,558
3500,1500,Uji,CT31,CT31,Uji,2,162,Yes,No,HT662,HT662,Ujisoukokoro  ,35,136,3,1,S53,S53,Dining bar,Creative cuisine,SP191,SP191,3,44
35009,3500,Uji,CT31,CT31,Uji,3,163,Yes,No,HT71,HT71,Chikurin  ,35,136,3,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,3,728
1500,1500,Uji,CT31,CT31,Uji,3,164,Yes,No,HT865,HT865,tsujiriheehonten  ,35,136,54,1,S52,S52,Parfait,Japanese,SP205,SP205,54,5
2500,3550,Mototanaka,CT32,CT32,Mototanaka,3,165,Yes,No,HT384,HT384,LOBUTA  ,35,136,3,1,S95,S95,Izakaya,Korean cuisine,SP258,SP258,3,435
2500,3500,Mototanaka,CT32,CT32,Mototanaka,3,166,Yes,Yes,HT518,HT518,Ryuumon  ,35,136,3,1,S66,S66,Sichuan Cuisine,Dim sum,SP198,SP198,3,111
5500,3500,Mototanaka,CT32,CT32,Mototanaka,2,167,Yes,Yes,HT545,HT545,Seichuuan  ,35,136,3,1,S23,S23,French,Western Food,SP208,SP208,3,40
3500,3500,Mototanaka,CT32,CT32,Mototanaka,2,168,Yes,Yes,HT621,HT621,Taruhachi  ,35,136,4,1,S40,S40,Izakaya,Ramen,SP258,SP258,2,20
3500,3500,Mototanaka,CT32,CT32,Mototanaka,3,169,Yes,No,HT854,HT854,takoyakimihashiya  ,35,136,4,1,S52,S52,Takoyaki,Japanese,SP247,SP247,3,334
4500,2500,Myoshinji,CT33,CT33,Myoshinji,3,170,Yes,No,HT392,HT392,Manchou  ,35,136,3,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,3,270
1500,3500,Kuzuha,CT34,CT34,Kuzuha,3,171,Yes,No,HT413,HT413,Miyakohanten  ,35,136,4,1,S40,S40,Chinese,Ramen,SP193,SP193,4,488
4500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,172,Yes,No,HT106,HT106,Furenchibado  ,35,136,3,1,S92,S92,French,Bistro,SP208,SP208,3,170
5500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,51,173,Yes,No,HT112,HT112,Ganko  ,35,136,3,1,S3,S3,Kaiseki Japanese,Shabu Shabu Japanese Steamboat,SP243,SP243,52,67
3500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,174,Yes,No,HT205,HT205,Ikedayahananomai  ,35,136,3,1,S64,S64,Izakaya,Kyoto Cuisine,SP258,SP258,3,59
3500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,4,175,Yes,No,HT213,HT213,Iori  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,4,247
1500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,176,Yes,No,HT268,HT268,Kaosusupaisudaina,35,136,3,1,S16,S16,Curry,Dining bar,SP255,SP255,3,213
3500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,177,Yes,No,HT272,HT272,Karafuneyakohiten  ,35,136,51,1,S14,S14,Chinese,Cafe,SP193,SP193,52,1821
2500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,178,Yes,No,HT284,HT284,Kerara  ,35,136,3,1,S60,S60,India cuisine,Indian curry,SP270,SP270,4,303
3500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,179,Yes,No,HT309,HT309,Koshitsuyakinikugokkoya  ,35,136,3,1,S91,S91,Yakiniku BBQ Beef,Izakaya,SP219,SP219,3,631
35009,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,4,180,Yes,No,HT31,HT31,Aritsune  ,35,136,3,1,S64,S64,Kappo Japanese,Kyoto Cuisine,SP262,SP262,4,39
6500,2500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,181,Yes,No,HT345,HT345,Kyouryouritakeshimaichigo  ,35,136,3,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,3,190
3500,3700,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,182,Yes,No,HT35,HT35,BAR-CERVECERIA xativa  ,35,136,3,1,S43,S43,Spain,Bar,SP220,SP220,3,1025
4500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,183,Yes,No,HT385,HT385,LODGE  ,35,136,2,1,S91,S91,Steak,Izakaya,SP221,SP221,3,374
6500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,184,Yes,Yes,HT390,HT390,Mameyagenzou  ,35,136,3,1,S98,S98,Kyoto Cuisine,Tofu,SP241,SP241,3,21
17500,35009,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,185,Yes,Yes,HT391,HT391,Man  ,35,136,3,1,S94,S94,Sushi,Kappo Japanese,SP267,SP267,3,244
3500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,186,Yes,Yes,HT396,HT396,Marugameseimen  ,35,136,3,1,S90,S90,Udon,Curry,SP242,SP242,3,53
4500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,187,Yes,No,HT403,HT403,Membou  ,35,136,3,1,S50,S50,Kaiseki Japanese,Udon Suki,SP243,SP243,3,122
2500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,188,Yes,No,HT405,HT405,Mewaz cafe  ,35,136,3,1,S86,S86,Dining bar,Thailand cooking,SP191,SP191,3,37
6500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,54,189,Yes,Yes,HT430,HT430,Nijoukiduki  ,35,136,55,1,S53,S53,Sushi,Creative cuisine,SP267,SP267,57,250
6500,2500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,54,190,Yes,No,HT441,HT441,Norumandhi  ,35,136,4,1,S88,S88,French,Mediterranean,SP208,SP208,55,109
3500,3700,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,191,Yes,No,HT442,HT442,Nosutarujia  ,35,136,3,1,S2,S2,Dining bar,Italian,SP191,SP191,3,190
2500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,192,Yes,Yes,HT450,HT450,Okonomiyakitonchinkan  ,35,136,2,1,S63,S63,Okonomiyaki,Monjya yaki,SP209,SP209,3,613
3500,3550,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,193,Yes,No,HT452,HT452,Old School wine and spirits  ,35,136,3,1,S43,S43,Dining bar,Bar,SP191,SP191,3,26
1500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,194,Yes,No,HT459,HT459,Osakenobijutsukan  ,35,136,3,1,S16,S16,Bar,Dining bar,SP218,SP218,3,11
3500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,195,Yes,No,HT466,HT466,Oyajinokura  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,336
6500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,4,196,Yes,No,HT469,HT469,PREGO TOKICHI  ,35,136,3,1,S79,S79,Italian,Sumibiyaki,SP183,SP183,4,213
5500,3700,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,51,197,Yes,No,HT477,HT477,Poquito  ,35,136,3,1,S16,S16,Spain,Dining bar,SP220,SP220,51,546
2500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,4,198,Yes,No,HT498,HT498,Rinku  ,35,136,4,1,S91,S91,Fowl,Izakaya,SP197,SP197,4,141
5500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,199,Yes,No,HT507,HT507,Roko  ,35,136,3,1,S65,S65,Kappo Japanese,Kaiseki Japanese,SP262,SP262,4,98
5500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,5,200,Yes,No,HT520,HT520,Ryuunohige  ,35,136,54,1,S29,S29,Kyoto Cuisine,French,SP241,SP241,5,17
6500,2500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,201,Yes,No,HT524,HT524,STRADA  ,35,136,2,1,S57,S57,Italian,Cuisine,SP183,SP183,2,538
2500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,5,202,Yes,Yes,HT528,HT528,Sajjoupakuchi  ,35,136,3,1,S91,S91,Thailand cooking,Izakaya,SP250,SP250,52,353
12500,3700,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,51,203,Yes,No,HT542,HT542,Satsuki  ,35,136,3,1,S58,S58,Kyoto Cuisine,Kaiseki Traditional Japanese,SP241,SP241,51,213
2500,3700,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,204,Yes,Yes,HT548,HT548,Setsugekka  ,35,136,3,1,S21,S21,Bar,Lounge,SP218,SP218,3,85
4500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,205,Yes,No,HT549,HT549,Shaofeiyan  ,35,136,3,1,S15,S15,Chinese hot pot / fire pot,Chinese,SP245,SP245,3,229
3500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,4,206,Yes,No,HT558,HT558,Shiunsen  ,35,136,52,1,S94,S94,Soba,Kappo Japanese,SP202,SP202,53,304
1500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,53,207,Yes,No,HT580,HT580,Suiba  ,35,136,3,1,S16,S16,Stand Bar,Dining bar,SP217,SP217,55,7
1500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,208,Yes,No,HT626,HT626,Teinojikafe  ,35,136,55,1,S51,S51,Cafe,Coffee shoppe,SP190,SP190,55,9
3500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,209,Yes,No,HT640,HT640,Teramachihambagugokurakutombo  ,35,136,3,1,S44,S44,Hamburger Steak,Western Cuisine,SP244,SP244,3,73
3500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,210,Yes,No,HT644,HT644,Togiya  ,35,136,3,1,S15,S15,Izakaya,Chinese,SP258,SP258,3,8
3500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,211,Yes,No,HT673,HT673,Wayang Bali  ,35,136,3,1,S52,S52,Indonesia cuisine,Japanese,SP257,SP257,3,464
5500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,57,212,Yes,No,HT680,HT680,Yakinikudainingukinoe  ,35,136,51,1,S95,S95,Yakiniku BBQ Beef,Korean cuisine,SP219,SP219,58,1
1500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,55,213,Yes,No,HT704,HT704,Yumeya  ,35,136,3,1,S89,S89,Okonomiyaki,Chow Mein Noodle,SP209,SP209,55,66
5500,4500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,214,Yes,No,HT731,HT731,fujiyakyoushoku  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,372
2500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,215,Yes,No,HT741,HT741,guramuromanthikkumairu-mu  ,35,136,3,1,S2,S2,Dining bar,Italian,SP191,SP191,3,15
2500,3700,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,216,Yes,No,HT744,HT744,gyouzaba-anzukko  ,35,136,3,1,S15,S15,Dumplings,Chinese,SP268,SP268,3,350
3500,3500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,217,Yes,No,HT759,HT759,kafeandodainingubambi  ,35,136,3,1,S14,S14,Italian,Cafe,SP183,SP183,3,220
2500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,218,Yes,No,HT78,HT78,Daburin  ,35,136,2,1,S4,S4,Pub,Beer,SP188,SP188,3,290
2500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,219,Yes,No,HT801,HT801,mo-shondaina  ,35,136,3,1,S80,S80,Cafe,Burger,SP190,SP190,3,430
25500,1250,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,5,220,Yes,Yes,HT804,HT804,nihonryourisakuragawa  ,35,136,4,1,S94,S94,Kaiseki Japanese,Kappo Japanese,SP243,SP243,4,317
3500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,221,Yes,No,HT808,HT808,nikubaruandohorumon2.76betaigu  ,35,136,3,1,S52,S52,Bar,Japanese,SP218,SP218,3,411
4500,3700,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,222,Yes,No,HT844,HT844,shioriyaichie  ,35,136,3,1,S78,S78,Izakaya,Nihonshu Japanese Sake,SP258,SP258,3,488
3500,3550,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,223,Yes,No,HT848,HT848,sumibiyakiyasaiyaoki  ,35,136,3,1,S91,S91,Tempura,Izakaya,SP264,SP264,3,335
6500,3700,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,3,224,Yes,Yes,HT885,HT885,zasera-kyouto  ,35,136,3,1,S94,S94,Dining bar,Kappo Japanese,SP191,SP191,3,294
4500,1500,Kyoto Shiyakusho Mae,CT35,CT35,Kyoto Shiyakusho Mae,58,225,Yes,No,HT97,HT97,FORTUNE GARDEN KYOTO  ,35,136,56,1,S44,S44,Bistro,Western Cuisine,SP259,SP259,59,17
2500,3500,Saiin,CT36,CT36,Saiin,3,226,Yes,No,HT247,HT247,Kafemanowaru  ,35,136,3,1,S52,S52,Italian,Japanese,SP183,SP183,3,229
3500,3700,Saiin,CT36,CT36,Saiin,3,227,Yes,No,HT254,HT254,Kaitoshirowainnobarukakimaru  ,35,136,3,1,S91,S91,Bar,Izakaya,SP218,SP218,3,5035
4500,2500,Saiin,CT36,CT36,Saiin,2,228,Yes,Yes,HT258,HT258,Kameya  ,35,136,3,1,S30,S30,Crab,FuguBlowfish,SP246,SP246,3,211
2500,3700,Saiin,CT36,CT36,Saiin,3,229,Yes,No,HT322,HT322,Kushikatsutanaka  ,35,136,3,1,S91,S91,Kushi-age Fried Skewer,Izakaya,SP207,SP207,3,115
3500,1250,Saiin,CT36,CT36,Saiin,3,230,Yes,No,HT485,HT485,Rakudaya  ,35,136,3,1,S52,S52,Chinese,Japanese,SP193,SP193,3,67
3500,1250,Saiin,CT36,CT36,Saiin,3,231,Yes,Yes,HT508,HT508,Rokurokuato  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,134
3500,1250,Saiin,CT36,CT36,Saiin,3,232,Yes,No,HT51,HT51,Barubera  ,35,136,3,1,S32,S32,Italian,Pasta,SP183,SP183,3,22
2500,1250,Saiin,CT36,CT36,Saiin,3,233,Yes,No,HT601,HT601,Sutekiandodainaburuba  ,35,136,3,1,S42,S42,Bar,Steak,SP218,SP218,3,166
5500,1250,Saiin,CT36,CT36,Saiin,3,234,Yes,No,HT622,HT622,Tatsumi  ,35,136,3,1,S97,S97,Kappo Japanese,Sushi,SP262,SP262,3,58
3500,1250,Saiin,CT36,CT36,Saiin,3,235,Yes,No,HT631,HT631,Tenjiyuen  ,35,136,3,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,3,100
3500,1250,Saiin,CT36,CT36,Saiin,3,236,Yes,No,HT637,HT637,Teppansakuwan  ,35,136,3,1,S91,S91,Teppanyaki,Izakaya,SP196,SP196,3,46
3500,1250,Saiin,CT36,CT36,Saiin,3,237,Yes,No,HT653,HT653,Toritoyudoufuizakayaaogiya  ,35,136,4,1,S64,S64,Izakaya,Kyoto Cuisine,SP258,SP258,3,800
5500,1250,Saiin,CT36,CT36,Saiin,2,238,Yes,Yes,HT681,HT681,Yakinikudaisen  ,35,136,3,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,2,25
3500,1250,Saiin,CT36,CT36,Saiin,3,239,Yes,No,HT754,HT754,itariandainingutoreotto  ,35,136,3,1,S16,S16,Italian,Dining bar,SP183,SP183,3,29
3500,3700,Saiin,CT36,CT36,Saiin,3,240,Yes,Yes,HT76,HT76,Chizutakkarubitonichinandorisachi  ,35,136,3,1,S43,S43,Izakaya,Bar,SP258,SP258,3,144
3500,3700,Saiin,CT36,CT36,Saiin,3,241,Yes,No,HT794,HT794,kyouyasaitosousakuryouri2.76kaya  ,35,136,3,1,S81,S81,Izakaya,Dandan noodles,SP258,SP258,3,68
4500,3700,Saiin,CT36,CT36,Saiin,3,242,Yes,No,HT80,HT80,Daikokuebisu  ,35,136,3,1,S95,S95,Yakiniku BBQ Beef,Korean cuisine,SP219,SP219,3,380
2500,3550,Saiin,CT36,CT36,Saiin,2,243,Yes,No,HT881,HT881,yakinikuyaruki  ,35,136,3,1,S91,S91,Yakiniku BBQ Beef,Izakaya,SP219,SP219,2,660
3500,3550,Keihan Yamashina,CT37,CT37,Keihan Yamashina,3,244,Yes,No,HT30,HT30,Arigatou  ,35,136,3,1,S47,S47,Izakaya,Yakiniku BBQ Beef,SP258,SP258,3,149
4500,3300,Keihan Yamashina,CT37,CT37,Keihan Yamashina,2,245,Yes,Yes,HT34,HT34,Azuki  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,2,40
3500,3700,Keihan Yamashina,CT37,CT37,Keihan Yamashina,3,246,Yes,No,HT373,HT373,Kyoutoyamanashiyakitorikanazawa  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,3,345
5500,1250,Keihan Yamashina,CT37,CT37,Keihan Yamashina,3,247,Yes,Yes,HT4,HT4,Aburishibuya  ,35,136,3,1,S26,S26,Izakaya,Robatayaki,SP258,SP258,3,9
2500,1250,Keihan Yamashina,CT37,CT37,Keihan Yamashina,3,248,Yes,No,HT431,HT431,Nikokubaru  ,35,136,3,1,S34,S34,Izakaya,Kushi-age Fried Skewer,SP258,SP258,3,68
4500,3700,Keihan Yamashina,CT37,CT37,Keihan Yamashina,3,249,Yes,No,HT531,HT531,Sakanayariichi  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,114
2500,2500,Keihan Yamashina,CT37,CT37,Keihan Yamashina,3,250,Yes,No,HT60,HT60,Buraitonkicchin  ,35,136,3,1,S44,S44,Buffet style,Western Cuisine,SP253,SP253,3,9
3500,1250,Keihan Yamashina,CT37,CT37,Keihan Yamashina,3,251,Yes,No,HT676,HT676,YEBISU  ,35,136,3,1,S40,S40,Dandan noodles,Ramen,SP254,SP254,3,717
2500,3700,Keihan Yamashina,CT37,CT37,Keihan Yamashina,2,252,Yes,Yes,HT81,HT81,Dainingunagomi  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,2,201
3500,3550,Keihan Yamashina,CT37,CT37,Keihan Yamashina,2,253,Yes,No,HT888,HT888,zensekikoshitsuizakayataketorigoten  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,2,1141
3500,1500,Keihan Yamashina,CT37,CT37,Keihan Yamashina,3,254,Yes,No,HT99,HT99,Fesshimon  ,35,136,3,1,S43,S43,Italian,Bar,SP183,SP183,3,8
2500,1250,Rokujizo,CT38,CT38,Rokujizo,2,255,Yes,Yes,HT432,HT432,Nikujuuhachi  ,35,136,3,1,S15,S15,Yakiniku BBQ Beef,Chinese,SP219,SP219,2,223
6500,3700,Rokujizo,CT38,CT38,Rokujizo,3,256,Yes,No,HT688,HT688,Yakinikusakayaisshin  ,35,136,3,1,S91,S91,Yakiniku BBQ Beef,Izakaya,SP219,SP219,3,51
2500,3500,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,3,257,Yes,No,HT15,HT15,Ajoiichanchi  ,35,136,3,1,S14,S14,Dining bar,Cafe,SP191,SP191,3,728
4500,1250,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,3,258,Yes,No,HT219,HT219,Ishise  ,35,136,3,1,S94,S94,Kyoto Cuisine,Kappo Japanese,SP241,SP241,3,618
3500,3700,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,2,259,Yes,No,HT380,HT380,Kyuushuunecchuuya  ,35,136,3,1,S100,S100,Izakaya,Dumplings,SP258,SP258,2,474
1500,1500,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,3,260,Yes,No,HT539,HT539,Saradanomisesancho  ,35,136,3,1,S22,S22,Hamburger Steak,Western ,SP244,SP244,3,0
3500,1500,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,3,261,Yes,No,HT659,HT659,Tsukinokurabito  ,35,136,3,1,S16,S16,Kappo Japanese,Dining bar,SP262,SP262,5,153
3500,1500,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,3,262,Yes,No,HT730,HT730,fu-zuba-shioriya  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,543
3500,3700,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,3,263,Yes,No,HT806,HT806,nihonshusumiyakiyaiki  ,35,136,2,1,S94,S94,Izakaya,Kappo Japanese,SP258,SP258,3,51
3500,1250,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,3,264,Yes,Yes,HT828,HT828,oushuuizakayabiruzu  ,35,136,2,1,S45,S45,Izakaya,Pizza,SP258,SP258,3,8
4500,2500,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,3,265,Yes,No,HT846,HT846,shunsairyoushin  ,35,136,4,1,S91,S91,Seafood,Izakaya,SP194,SP194,3,5
4500,1500,Fushimi Momoyama,CT39,CT39,Fushimi Momoyama,2,266,Yes,No,HT91,HT91,Enrian  ,35,136,3,1,S52,S52,Creative cuisine,Japanese,SP239,SP239,2,5
3500,3500,Chushojima,CT4,CT4,Chushojima,3,267,Yes,No,HT635,HT635,Teppankushiyakisakura  ,35,136,3,1,S20,S20,Izakaya,Teppanyaki,SP258,SP258,3,264
3500,3500,Imadegawa,CT40,CT40,Imadegawa,3,268,Yes,No,HT20,HT20,Amakudoparadhikambaikan  ,35,136,3,1,S2,S2,Cafe,Italian,SP190,SP190,3,538
3500,1500,Imadegawa,CT40,CT40,Imadegawa,3,269,Yes,No,HT48,HT48,Bar PLAYGROUND  ,35,136,3,1,S55,S55,Bar,Wine bar,SP218,SP218,3,9
3500,3500,Imadegawa,CT40,CT40,Imadegawa,3,270,Yes,No,HT491,HT491,Ramenhikosaku  ,35,136,3,1,S100,S100,Ramen,Dumplings,SP216,SP216,51,83
3500,3500,Imadegawa,CT40,CT40,Imadegawa,3,271,Yes,Yes,HT620,HT620,Tarou  ,35,136,3,1,S17,S17,Kappo Japanese,Seafood,SP262,SP262,3,20
3500,3500,Imadegawa,CT40,CT40,Imadegawa,3,272,Yes,No,HT707,HT707,Zekuu  ,35,136,3,1,S87,S87,Ramen,Boneless deep-fried chicken,SP216,SP216,3,57
3500,1250,Kuramaguchi,CT41,CT41,Kuramaguchi,3,273,Yes,No,HT149,HT149,Gokyou  ,35,136,3,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,3,227
4500,3700,Kuramaguchi,CT41,CT41,Kuramaguchi,3,274,Yes,No,HT616,HT616,Taketorineo  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,3,12
3500,1250,Nijo,CT42,CT42,Nijo,3,275,Yes,No,HT113,HT113,Gansochikaranikumiyoshi  ,35,136,3,1,S91,S91,Yakiniku BBQ Beef,Izakaya,SP219,SP219,3,264
2500,3500,Nijo,CT42,CT42,Nijo,3,276,Yes,No,HT154,HT154,Gurugurudon  ,35,136,3,1,S20,S20,Okonomiyaki,Teppanyaki,SP209,SP209,3,57
