AVGDINNERPRICE,AVGLUNCHPRICE,City,City Id (Dim City),CITY_ID,City Name,DINNERRATING,FACT_ID,HAS_ONLINE_DELIVERY,HAS_TABLE_BOOKING,Hotel Id (Dm Hotel Tgt),HOTEL_ID,Hotel Name,LAT,LONG_FLD,LUNCHRATING,Number of Records,Speciality2 Id (Dm Speciality Tgt1),SPECIALITY2_ID,Speciality 1,Speciality 2,Speciality Id (Dm Speciality Tgt),SPECIALITY_ID,TOTALRATING,VOTES
35009,4500,Gion Shijo,CT60,CT60,Gion Shijo,3,416,Yes,No,HT124,HT124,Giombengara  ,35,136,3,1,S64,S64,Kaiseki Japanese,Kyoto Cuisine,SP243,SP243,3,59
17500,17500,Gion Shijo,CT60,CT60,Gion Shijo,3,417,Yes,No,HT125,HT125,Giommikaku  ,35,136,3,1,S31,S31,Steak,Sukiyaki,SP221,SP221,3,2
3500,6500,Gion Shijo,CT60,CT60,Gion Shijo,54,418,Yes,No,HT126,HT126,Gionabesu  ,35,136,56,1,S2,S2,French,Italian,SP208,SP208,58,488
35009,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,419,Yes,No,HT127,HT127,Gioneguchi  ,35,136,3,1,S64,S64,Kappo Japanese,Kyoto Cuisine,SP262,SP262,3,11
3500,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,420,Yes,No,HT129,HT129,Giongyuuzen  ,35,136,3,1,S31,S31,Shabu Shabu Japanese Steamboat,Sukiyaki,SP186,SP186,3,439
12500,5500,Gion Shijo,CT60,CT60,Gion Shijo,4,421,Yes,Yes,HT130,HT130,Gionhatanaka  ,35,136,54,1,S64,S64,Ryokan,Kyoto Cuisine,SP195,SP195,4,387
12500,4500,Gion Shijo,CT60,CT60,Gion Shijo,54,422,Yes,No,HT131,HT131,Gioniwamoto  ,35,136,4,1,S94,S94,Kyoto Cuisine,Kappo Japanese,SP241,SP241,4,329
12500,4500,Gion Shijo,CT60,CT60,Gion Shijo,3,423,Yes,No,HT132,HT132,Gionkyouryourihanasaki  ,35,136,3,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,5,73
5500,3500,Gion Shijo,CT60,CT60,Gion Shijo,56,424,Yes,Yes,HT133,HT133,Gionramburu  ,35,136,3,1,S53,S53,Kyoto Cuisine,Creative cuisine,SP241,SP241,56,755
25500,12500,Gion Shijo,CT60,CT60,Gion Shijo,4,425,Yes,No,HT134,HT134,Gionroiro  ,35,136,58,1,S15,S15,French,Chinese,SP208,SP208,4,1098
35009,3500,Gion Shijo,CT60,CT60,Gion Shijo,55,426,Yes,No,HT135,HT135,Gionshimbashinakatani  ,35,136,3,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,56,157
12500,1250,Gion Shijo,CT60,CT60,Gion Shijo,57,427,Yes,No,HT137,HT137,Giontakahashi  ,35,136,3,1,S30,S30,Kappo Japanese,FuguBlowfish,SP262,SP262,57,249
6500,3500,Gion Shijo,CT60,CT60,Gion Shijo,3,428,Yes,No,HT138,HT138,Gionuemori  ,35,136,3,1,S94,S94,Kyoto Cuisine,Kappo Japanese,SP241,SP241,3,186
5500,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,429,Yes,No,HT139,HT139,Gionyakinikukokoro  ,35,136,3,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,3,17
12500,12500,Gion Shijo,CT60,CT60,Gion Shijo,3,430,Yes,Yes,HT140,HT140,Gionyamamoto  ,35,136,3,1,S64,S64,Kaiseki Japanese,Kyoto Cuisine,SP243,SP243,3,9
12500,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,431,Yes,No,HT144,HT144,Giwonyakinikushige  ,35,136,3,1,S3,S3,Yakiniku BBQ Beef,Shabu Shabu Japanese Steamboat,SP219,SP219,3,117
4500,1500,Gion Shijo,CT60,CT60,Gion Shijo,3,432,Yes,No,HT151,HT151,Gottie'sBEEF  ,35,136,3,1,S47,S47,Steak,Yakiniku BBQ Beef,SP221,SP221,3,167
6500,3500,Gion Shijo,CT60,CT60,Gion Shijo,4,433,Yes,No,HT153,HT153,Grelot  ,35,136,4,1,S44,S44,French,Western Cuisine,SP208,SP208,3,46
2500,1500,Gion Shijo,CT60,CT60,Gion Shijo,3,434,Yes,No,HT165,HT165,Haiborubakyoutoichikyunisan  ,35,136,3,1,S43,S43,Izakaya,Bar,SP258,SP258,3,570
1500,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,435,Yes,No,HT175,HT175,Haroukithisaryou  ,35,136,53,1,S64,S64,Cafe,Kyoto Cuisine,SP190,SP190,53,15
5500,1500,Gion Shijo,CT60,CT60,Gion Shijo,3,436,Yes,No,HT179,HT179,Hikohachi  ,35,136,3,1,S17,S17,Sushi,Seafood,SP267,SP267,3,9
3500,3500,Gion Shijo,CT60,CT60,Gion Shijo,3,437,Yes,Yes,HT184,HT184,Hisago  ,35,136,53,1,S27,S27,Japanese,Soba,SP235,SP235,54,223
5500,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,438,Yes,No,HT188,HT188,Horumondaigorou  ,35,136,3,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,3,9
4500,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,439,Yes,No,HT190,HT190,Houshouan  ,35,136,3,1,S98,S98,Kyoto Cuisine,Tofu,SP241,SP241,3,350
5500,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,440,Yes,Yes,HT197,HT197,Icchou  ,35,136,4,1,S78,S78,Kyoto Cuisine,Nihonshu Japanese Sake,SP241,SP241,3,208
3500,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,441,Yes,No,HT211,HT211,Imozou  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,674
3500,1500,Gion Shijo,CT60,CT60,Gion Shijo,3,442,Yes,No,HT212,HT212,In the Soup.  ,35,136,3,1,S92,S92,Bar,Bistro,SP218,SP218,3,29
4500,1250,Gion Shijo,CT60,CT60,Gion Shijo,56,443,Yes,No,HT218,HT218,Ishibekoujimamecha  ,35,136,3,1,S64,S64,Izakaya,Kyoto Cuisine,SP258,SP258,56,532
3500,3700,Gion Shijo,CT60,CT60,Gion Shijo,4,444,Yes,No,HT223,HT223,Itameshioriva  ,35,136,3,1,S43,S43,Italian,Bar,SP183,SP183,4,2
35009,3500,Gion Shijo,CT60,CT60,Gion Shijo,3,445,Yes,No,HT225,HT225,Itoudainingu  ,35,136,3,1,S42,S42,Teppanyaki,Steak,SP196,SP196,3,5
4500,1250,Gion Shijo,CT60,CT60,Gion Shijo,5,446,Yes,No,HT227,HT227,Itsuraku  ,35,136,3,1,S64,S64,Izakaya,Kyoto Cuisine,SP258,SP258,5,29
3500,1500,Gion Shijo,CT60,CT60,Gion Shijo,3,447,Yes,No,HT243,HT243,KYOTO GATTEN  ,35,136,3,1,S97,S97,Tempura,Sushi,SP264,SP264,3,393
3500,2500,Gion Shijo,CT60,CT60,Gion Shijo,3,448,Yes,Yes,HT244,HT244,Kabochanotane  ,35,136,3,1,S64,S64,Kappo Japanese,Kyoto Cuisine,SP262,SP262,51,2250
4500,1250,Gion Shijo,CT60,CT60,Gion Shijo,51,449,Yes,No,HT245,HT245,Kaburaya  ,35,136,3,1,S53,S53,Kyoto Cuisine,Creative cuisine,SP241,SP241,51,35
4500,1250,Gion Shijo,CT60,CT60,Gion Shijo,56,450,Yes,No,HT264,HT264,Kankokuanjupontochouri2.76nha  ,35,136,3,1,S71,S71,Korean cuisine,Asian and ethnic cuisine,SP263,SP263,56,464
3500,1250,Gion Shijo,CT60,CT60,Gion Shijo,3,451,Yes,No,HT267,HT267,Kantonoryouritakeka  ,35,136,3,1,S48,S48,Chinese,Cantonese Cuisine,SP193,SP193,3,2109
35009,4500,Gion Shijo,CT60,CT60,Gion Shijo,52,452,Yes,Yes,HT269,HT269,Kappouiimori  ,35,136,4,1,S65,S65,Kappo Japanese,Kaiseki Japanese,SP262,SP262,52,211
12500,12500,Gion Shijo,CT60,CT60,Gion Shijo,56,453,Yes,Yes,HT271,HT271,Kappouyoshizen  ,35,136,5,1,S65,S65,Kappo Japanese,Kaiseki Japanese,SP262,SP262,58,7
12500,5500,Gion Shijo,CT60,CT60,Gion Shijo,5,454,Yes,No,HT276,HT276,Karyou  ,35,136,5,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,4,5
3500,3700,Gion Shijo,CT60,CT60,Gion Shijo,3,455,Yes,Yes,HT277,HT277,Kashiwa  ,35,136,3,1,S18,S18,YakitoriGrilledChicken,Fowl,SP232,SP232,3,25
35009,3500,Gion Shijo,CT60,CT60,Gion Shijo,4,456,Yes,No,HT283,HT283,Kenzoesuteitowainarigionten  ,35,136,3,1,S55,S55,Italian,Wine bar,SP183,SP183,4,411
3500,1500,Gion Shijo,CT60,CT60,Gion Shijo,3,457,Yes,No,HT291,HT291,Kikusui  ,35,136,3,1,S29,S29,Western Cuisine,French,SP222,SP222,3,270
5500,2500,Gion Shijo,CT60,CT60,Gion Shijo,3,458,Yes,No,HT300,HT300,Kitayama  ,35,136,3,1,S64,S64,Hot Pot,Kyoto Cuisine,SP185,SP185,3,294
2500,1250,Gion Shijo,CT60,CT60,Gion Shijo,2,459,Yes,No,HT304,HT304,Koikoi  ,35,136,3,1,S34,S34,YakitoriGrilledChicken,Kushi-age Fried Skewer,SP232,SP232,2,1821
4500,1500,Kyoto,CT71,CT71,Kyoto,3,574,Yes,No,HT323,HT323,Kushinobou  ,35,136,2,1,S57,S57,Kushi-age Fried Skewer,Cuisine,SP207,SP207,3,487
2500,1500,Kyoto,CT71,CT71,Kyoto,2,575,Yes,Yes,HT326,HT326,Kushiyamonogatari  ,35,136,3,1,S91,S91,Kushi-age Fried Skewer,Izakaya,SP207,SP207,2,176
3500,1250,Kyoto,CT71,CT71,Kyoto,3,576,Yes,No,HT337,HT337,Kyoumachishizuku  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,9
2500,3500,Kyoto,CT71,CT71,Kyoto,3,577,Yes,No,HT340,HT340,Kyounojiyasaiitariampacchokone  ,35,136,2,1,S32,S32,Italian,Pasta,SP183,SP183,3,51
3500,2500,Kyoto,CT71,CT71,Kyoto,3,578,Yes,No,HT350,HT350,Kyoutobatake  ,35,136,3,1,S91,S91,Shabu Shabu Japanese Steamboat,Izakaya,SP186,SP186,3,10
2500,1250,Kyoto,CT71,CT71,Kyoto,3,579,Yes,No,HT358,HT358,Kyoutohanagushi  ,35,136,3,1,S54,S54,Kushi-age Fried Skewer,YakitoriGrilledChicken,SP207,SP207,3,345
3500,3500,Kyoto,CT71,CT71,Kyoto,3,580,Yes,Yes,HT359,HT359,Kyoutohananomai  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,21
3500,1500,Kyoto,CT71,CT71,Kyoto,2,581,Yes,No,HT362,HT362,Kyoutokimurayahonten  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,2,270
3500,4500,Kyoto,CT71,CT71,Kyoto,3,582,Yes,No,HT369,HT369,Kyoutotawahoteruokujoubiagaden  ,35,136,3,1,S37,S37,Beer garden,BBQ,SP266,SP266,3,15
4500,1250,Kyoto,CT71,CT71,Kyoto,3,583,Yes,No,HT398,HT398,Masoho  ,35,136,4,1,S26,S26,Seafood,Robatayaki,SP194,SP194,3,153
3500,1250,Kyoto,CT71,CT71,Kyoto,3,584,Yes,No,HT399,HT399,Masohohanare  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,207
2500,1500,Kyoto,CT71,CT71,Kyoto,3,585,Yes,No,HT411,HT411,Minari  ,35,136,3,1,S15,S15,Korean cuisine,Chinese,SP263,SP263,3,264
35009,3500,Kyoto,CT71,CT71,Kyoto,51,586,Yes,No,HT428,HT428,Nihonryouriukihashi  ,35,136,54,1,S64,S64,Kaiseki Japanese,Kyoto Cuisine,SP243,SP243,53,660
3500,1500,Kyoto,CT71,CT71,Kyoto,3,587,Yes,Yes,HT444,HT444,Nyavetonamu  ,35,136,3,1,S14,S14,Dining bar,Cafe,SP191,SP191,3,613
1500,3500,Kyoto,CT71,CT71,Kyoto,3,588,Yes,No,HT451,HT451,Okonomiyakitsuruhashifuugetsu  ,35,136,3,1,S35,S35,Izakaya,Okonomiyaki,SP258,SP258,3,141
4500,2500,Kyoto,CT71,CT71,Kyoto,4,589,Yes,Yes,HT454,HT454,Orudeidainingurajou  ,35,136,3,1,S14,S14,Buffet style,Cafe,SP253,SP253,3,314
3500,1250,Kyoto,CT71,CT71,Kyoto,3,590,Yes,Yes,HT456,HT456,Osaka2.76dekoboko  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,5
4500,3550,Kyoto,CT71,CT71,Kyoto,2,591,Yes,No,HT457,HT457,Osakanazukkorobashi  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,2,353
2500,1500,Kyoto,CT71,CT71,Kyoto,3,592,Yes,No,HT468,HT468,PASTA MORE  ,35,136,2,1,S29,S29,Italian,French,SP183,SP183,2,141
4500,2500,Kyoto,CT71,CT71,Kyoto,3,593,Yes,No,HT480,HT480,Purejiru  ,35,136,3,1,S52,S52,Buffet style,Japanese,SP253,SP253,3,336
4500,3700,Kyoto,CT71,CT71,Kyoto,4,594,Yes,No,HT487,HT487,Rakuza  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,4,488
3500,1250,Kyoto,CT71,CT71,Kyoto,3,595,Yes,No,HT489,HT489,Rakuzouutage  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,3,235
3500,1500,Kyoto,CT71,CT71,Kyoto,2,596,Yes,Yes,HT497,HT497,Resutoranrejina,35,136,3,1,S84,S84,Western Food,Buffet style,SP206,SP206,3,244
3500,1250,Kyoto,CT71,CT71,Kyoto,3,597,Yes,No,HT514,HT514,Ryoumashamonoujou  ,35,136,2,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,2,5
3500,3500,Kyoto,CT71,CT71,Kyoto,2,598,Yes,No,HT533,HT533,Saketosakanatootokomaeshokudou  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,2,17
1500,1500,Kyoto,CT71,CT71,Kyoto,2,599,Yes,No,HT540,HT540,Saredokafe  ,35,136,3,1,S99,S99,Cafe,Crepes,SP190,SP190,3,369
4500,1250,Kyoto,CT71,CT71,Kyoto,3,600,Yes,Yes,HT547,HT547,Sentoro  ,35,136,3,1,S33,S33,Italian,Restaurants,SP183,SP183,3,201
6500,2500,Kyoto,CT71,CT71,Kyoto,3,601,Yes,No,HT556,HT556,Shisen  ,35,136,3,1,S48,S48,Sichuan Cuisine,Cantonese Cuisine,SP198,SP198,3,2
5500,1250,Kyoto,CT71,CT71,Kyoto,3,602,Yes,No,HT568,HT568,Shusaijoujou  ,35,136,3,1,S91,S91,Creative cuisine,Izakaya,SP239,SP239,3,7
4500,3500,Kyoto,CT71,CT71,Kyoto,2,603,Yes,Yes,HT57,HT57,Bisutoroya  ,35,136,3,1,S92,S92,Izakaya,Bistro,SP258,SP258,2,21
3500,2500,Kyoto,CT71,CT71,Kyoto,56,604,Yes,No,HT577,HT577,Southern Court  ,35,136,54,1,S22,S22,Dining bar,Western ,SP191,SP191,58,429
2500,3500,Kyoto,CT71,CT71,Kyoto,3,605,Yes,Yes,HT581,HT581,Sukairaunjikuu  ,35,136,3,1,S21,S21,Bar,Lounge,SP218,SP218,3,1070
3500,1250,Kyoto,CT71,CT71,Kyoto,3,606,Yes,No,HT582,HT582,Sukiyakisunibiizakayahokuto  ,35,136,3,1,S54,S54,Sukiyaki,YakitoriGrilledChicken,SP213,SP213,3,72
3500,3550,Kyoto,CT71,CT71,Kyoto,3,607,Yes,Yes,HT585,HT585,Sumibikushiyakitsujiya  ,35,136,3,1,S85,S85,Izakaya,Kushiyaki Grilled Skewer,SP258,SP258,3,2122
4500,1250,Kyoto,CT71,CT71,Kyoto,3,608,Yes,No,HT588,HT588,Sumibitowainkyoutoekimaeten  ,35,136,3,1,S2,S2,Bar,Italian,SP218,SP218,3,11
4500,2500,Kyoto,CT71,CT71,Kyoto,3,609,Yes,Yes,HT61,HT61,Buruvaru  ,35,136,3,1,S20,S20,Buffet style,Teppanyaki,SP253,SP253,3,428
2500,3500,Kyoto,CT71,CT71,Kyoto,3,610,Yes,No,HT611,HT611,Tajimaya  ,35,136,2,1,S31,S31,Shabu Shabu Japanese Steamboat,Sukiyaki,SP186,SP186,2,34
4500,2500,Kyoto,CT71,CT71,Kyoto,3,611,Yes,No,HT625,HT625,Tawaterasu  ,35,136,5,1,S65,S65,Buffet style,Kaiseki Japanese,SP253,SP253,3,199
35009,3500,Kyoto,CT71,CT71,Kyoto,3,612,Yes,No,HT63,HT63,Byuandodainingukotoshieru  ,35,136,3,1,S2,S2,Modern French,Italian,SP249,SP249,3,122
6500,2500,Kyoto,CT71,CT71,Kyoto,3,613,Yes,No,HT630,HT630,Tenichi  ,35,136,53,1,S96,S96,Tempura,Tendon Tempura Bowl,SP264,SP264,51,546
3500,3500,Kyoto,CT71,CT71,Kyoto,3,614,Yes,No,HT632,HT632,Tenkanoyakinikudaishougun  ,35,136,3,1,S95,S95,Yakiniku BBQ Beef,Korean cuisine,SP219,SP219,3,72
3500,1500,Kyoto,CT71,CT71,Kyoto,51,615,Yes,No,HT634,HT634,Tenshinchashitsu  ,35,136,52,1,S48,S48,Shanghai Cuisine,Cantonese Cuisine,SP233,SP233,54,220
1500,3500,Kyoto,CT71,CT71,Kyoto,2,616,Yes,No,HT65,HT65,CRAFT BEER & PIZZA 100K HYAKKEI  ,35,136,2,1,S45,S45,Italian,Pizza,SP183,SP183,2,2
2500,3500,Kyoto,CT71,CT71,Kyoto,3,617,Yes,No,HT651,HT651,Torisei  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,3,45
5500,2500,Kyoto,CT71,CT71,Kyoto,4,618,Yes,No,HT67,HT67,Cafe Restaurant Le Temps  ,35,136,5,1,S14,S14,Buffet style,Cafe,SP253,SP253,3,621
3500,1500,Kyoto,CT71,CT71,Kyoto,2,619,Yes,No,HT671,HT671,Washokumai  ,35,136,2,1,S97,S97,Tempura,Sushi,SP264,SP264,2,674
3500,3500,Kyoto,CT71,CT71,Kyoto,3,620,Yes,No,HT677,HT677,YEBISU BAR  ,35,136,3,1,S43,S43,Beer bar,Bar,SP231,SP231,3,543
2500,3700,Kyoto,CT71,CT71,Kyoto,3,621,Yes,No,HT68,HT68,Chabana,35,136,3,1,S91,S91,Okonomiyaki,Izakaya,SP209,SP209,3,116
2500,3500,Kyoto,CT71,CT71,Kyoto,3,622,Yes,No,HT69,HT69,Chanchi  ,35,136,3,1,S91,S91,Korean cuisine,Izakaya,SP263,SP263,3,270
5500,1500,Kyoto,CT71,CT71,Kyoto,3,623,Yes,No,HT691,HT691,Yakinikutoraji  ,35,136,4,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,3,558
3500,1500,Kyoto,CT71,CT71,Kyoto,3,624,Yes,No,HT705,HT705,Zakicchinsaruvatorekuomo  ,35,136,3,1,S14,S14,Italian,Cafe,SP183,SP183,3,360
2500,1500,Kyoto,CT71,CT71,Kyoto,3,625,Yes,Yes,HT717,HT717,cafe Cento Cento  ,35,136,2,1,S32,S32,Cafe,Pasta,SP190,SP190,2,615
6500,3500,Kyoto,CT71,CT71,Kyoto,4,626,Yes,No,HT720,HT720,chuugokuryourikoukaryuuhou  ,35,136,3,1,S66,S66,Chinese,Dim sum,SP193,SP193,3,11
12500,5500,Kyoto,CT71,CT71,Kyoto,3,627,Yes,No,HT732,HT732,furenchidainingutoppuobukyouto  ,35,136,3,1,S33,S33,French,Restaurants,SP208,SP208,3,5
3500,3700,Kyoto,CT71,CT71,Kyoto,3,628,Yes,No,HT734,HT734,gansochiriteppanyakimotsunabeakachiriya  ,35,136,2,1,S91,S91,Japanese,Izakaya,SP235,SP235,3,100
3500,1250,Kyoto,CT71,CT71,Kyoto,3,629,Yes,Yes,HT746,HT746,hakataaburimotsu2.76bewarajiya  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,410
3500,3700,Kyoto,CT71,CT71,Kyoto,3,630,Yes,Yes,HT749,HT749,hoterukeihankyoutogurandeokujoubiaga-den  ,35,136,3,1,S4,S4,Beer garden,Beer,SP266,SP266,3,387
2500,1250,Kyoto,CT71,CT71,Kyoto,3,631,Yes,No,HT751,HT751,itariamba-rukimuraya  ,35,136,3,1,S43,S43,Italian,Bar,SP183,SP183,3,677
3500,1250,Kyoto,CT71,CT71,Kyoto,3,632,Yes,No,HT756,HT756,izakayakyounoshunsaiirodori  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,201
35009,4500,Kyoto,CT71,CT71,Kyoto,2,633,Yes,Yes,HT762,HT762,kaisekifuransuryourigurumantachiba2.76  ,35,136,3,1,S44,S44,French,Western Cuisine,SP208,SP208,3,21
3500,3700,Kyoto,CT71,CT71,Kyoto,2,634,Yes,Yes,HT765,HT765,kaitoshirowainnobarukakimaru  ,35,136,3,1,S2,S2,Bar,Italian,SP218,SP218,2,259
3500,3500,Kyoto,CT71,CT71,Kyoto,3,635,Yes,No,HT775,HT775,kurabuhausumi2.76mi  ,35,136,3,1,S95,S95,Izakaya,Korean cuisine,SP258,SP258,3,247
2500,3300,Kyoto,CT71,CT71,Kyoto,3,636,Yes,No,HT777,HT777,kyouchabana,35,136,3,1,S91,S91,Okonomiyaki,Izakaya,SP209,SP209,3,59
3500,1500,Kyoto,CT71,CT71,Kyoto,2,637,Yes,Yes,HT791,HT791,kyoutoufusousakuhirarinteikakurean  ,35,136,3,1,S98,S98,Izakaya,Tofu,SP258,SP258,2,849
3500,3550,Kyoto,CT71,CT71,Kyoto,3,638,Yes,No,HT8,HT8,Adan  ,35,136,3,1,S57,S57,Izakaya,Cuisine,SP258,SP258,3,355
3500,3500,Kyoto,CT71,CT71,Kyoto,3,639,Yes,No,HT812,HT812,nikubaruginjirou  ,35,136,4,1,S2,S2,Bar,Italian,SP218,SP218,3,302
3500,3550,Kyoto,CT71,CT71,Kyoto,3,640,Yes,Yes,HT812,HT812,nikubaruginjirou  ,35,136,3,1,S42,S42,Bar,Steak,SP218,SP218,3,650
3500,3500,Kyoto,CT71,CT71,Kyoto,51,641,Yes,No,HT818,HT818,nikutowaimbaruwaraku  ,35,136,3,1,S46,S46,Bar,Spain,SP218,SP218,52,5
4500,2500,Kyoto,CT71,CT71,Kyoto,3,642,Yes,Yes,HT822,HT822,o-rudeidainingukaza  ,35,136,52,1,S14,S14,Buffet style,Cafe,SP253,SP253,3,8
4500,1500,Kyoto,CT71,CT71,Kyoto,2,643,Yes,No,HT824,HT824,okuta-va  ,35,136,3,1,S2,S2,Bar,Italian,SP218,SP218,3,336
3500,2500,Kyoto,CT71,CT71,Kyoto,3,644,Yes,No,HT839,HT839,saredowa  ,35,136,3,1,S53,S53,Izakaya,Creative cuisine,SP258,SP258,3,618
3500,3300,Kyoto,CT71,CT71,Kyoto,3,645,Yes,No,HT84,HT84,Daniel's Luce   ,35,136,3,1,S54,S54,Italian,YakitoriGrilledChicken,SP183,SP183,3,10
12500,4500,Kyoto,CT71,CT71,Kyoto,3,646,Yes,No,HT858,HT858,teppanyakiaoi  ,35,136,3,1,S52,S52,Teppanyaki,Japanese,SP196,SP196,3,487
4500,3300,Kyoto,CT71,CT71,Kyoto,51,647,Yes,Yes,HT861,HT861,toriiebisu  ,35,136,3,1,S91,S91,Seafood,Izakaya,SP194,SP194,51,30
3500,3700,Kyoto,CT71,CT71,Kyoto,3,648,Yes,No,HT862,HT862,torisemmontenyamadori  ,35,136,3,1,S31,S31,YakitoriGrilledChicken,Sukiyaki,SP232,SP232,3,326
4500,3550,Kyoto,CT71,CT71,Kyoto,2,649,Yes,No,HT871,HT871,waingurashiori  ,35,136,3,1,S91,S91,Wine bar,Izakaya,SP237,SP237,2,289
3500,3700,Kyoto,CT71,CT71,Kyoto,2,650,Yes,No,HT889,HT889,zensekikoshitsuizakayataketorinoneiro  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,2,145
3500,3500,Kyoto,CT71,CT71,Kyoto,3,651,Yes,No,HT89,HT89,Ebisu  ,35,136,3,1,S15,S15,Ramen,Chinese,SP216,SP216,51,372
3500,3700,Kyoto,CT71,CT71,Kyoto,2,652,Yes,Yes,HT890,HT890,zensekikoshitsuizakayatsukinokakehashi  ,35,136,3,1,S5,S5,Izakaya,Regional Cuisine Other,SP258,SP258,2,474
3500,2500,Kyoto,CT71,CT71,Kyoto,3,653,Yes,No,HT891,HT891,zensekikoshitsuizakayawazakurahitohira  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,535
3500,3300,Kyoto,CT71,CT71,Kyoto,3,654,Yes,No,HT892,HT892,zeppinryokuchadashishabunoomiseiemon  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,5
5500,2500,Kyoto,CT71,CT71,Kyoto,3,655,Yes,No,HT90,HT90,Eijuan  ,35,136,2,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,2,579
4500,1250,Kyoto,CT71,CT71,Kyoto,4,656,Yes,No,HT95,HT95,Erupojo  ,35,136,4,1,S45,S45,Spain,Pizza,SP220,SP220,4,128
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,4,657,Yes,No,HT109,HT109,Fuubitosuuro  ,35,136,3,1,S42,S42,Bar,Steak,SP218,SP218,4,29
4500,3550,Kawaramachi,CT72,CT72,Kawaramachi,4,658,Yes,Yes,HT147,HT147,Gokoumachiono  ,35,136,3,1,S24,S24,Izakaya,Oden,SP258,SP258,4,353
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,659,Yes,No,HT168,HT168,Hakatamotsunabefukuya  ,35,136,4,1,S91,S91,Japanese,Izakaya,SP235,SP235,3,145
4500,1250,Kawaramachi,CT72,CT72,Kawaramachi,4,660,Yes,No,HT18,HT18,Akayashirosakae  ,35,136,3,1,S91,S91,Yakiniku BBQ Beef,Izakaya,SP219,SP219,4,12
4500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,661,Yes,Yes,HT187,HT187,Honmamonwagyu-saka2.76ya-hirari  ,35,136,2,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,3,591
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,662,Yes,No,HT196,HT196,Ibushiginkazuya  ,35,136,3,1,S78,S78,Bar,Nihonshu Japanese Sake,SP218,SP218,3,465
3500,1500,Kawaramachi,CT72,CT72,Kawaramachi,5,663,Yes,Yes,HT198,HT198,Ichibakouji  ,35,136,5,1,S42,S42,Izakaya,Steak,SP258,SP258,51,1070
2500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,664,Yes,No,HT231,HT231,Izakayamaruya  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,13
4500,3300,Kawaramachi,CT72,CT72,Kawaramachi,3,665,Yes,No,HT236,HT236,Jounetsushokusaikyoushoku  ,35,136,3,1,S64,S64,Seafood,Kyoto Cuisine,SP194,SP194,3,10
2500,2500,Kawaramachi,CT72,CT72,Kawaramachi,3,666,Yes,No,HT250,HT250,Kaisen  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,304
3500,3700,Kawaramachi,CT72,CT72,Kawaramachi,3,667,Yes,No,HT253,HT253,Kaisenizakayamatsurishungyotokyouyasaitoosakenoomise  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,141
